Aviso,AnioMes,Equipo,DenominacionEquipo,Area,Linea,Criticidad,Causa,DuracionParada_h,CategoriaPerdida,LigadoAOrden
900748,2025-08,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Obstrucción,5.7,Paradas menores,1
900749,2025-08,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desalineamiento,4.9,Paradas menores,1
900750,2025-08,EQ-0471,Transportador L3,Envasado,Línea 3,C,Falla eléctrica,1.5,Arranque,1
900751,2025-08,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Falla eléctrica,8.5,Paradas menores,0
900752,2025-08,EQ-0310,Reactor P1,Proceso,Línea 1,A,Fatiga de material,9.8,Averías,1
900753,2025-08,EQ-0471,Transportador L3,Envasado,Línea 3,C,Obstrucción,5.7,Setup y ajustes,1
900754,2025-08,EQ-0201,Caldera 1,Servicios,N/A,A,Ajuste incorrecto,13.3,Setup y ajustes,1
900755,2025-08,EQ-0210,Compresor 3,Servicios,N/A,B,Falla eléctrica,3.1,Arranque,1
900756,2025-08,EQ-0471,Transportador L3,Envasado,Línea 3,C,Falta de lubricación,4.6,Averías,1
900757,2025-08,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Falla eléctrica,2.5,Arranque,1
900758,2025-08,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Ajuste incorrecto,4.6,Defectos y reproceso,1
900759,2025-08,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desalineamiento,10.7,Defectos y reproceso,1
900760,2025-08,EQ-0310,Reactor P1,Proceso,Línea 1,A,Contaminación,12.5,Setup y ajustes,1
900761,2025-08,EQ-0201,Caldera 1,Servicios,N/A,A,Ajuste incorrecto,2.6,Setup y ajustes,1
900762,2025-08,EQ-0210,Compresor 3,Servicios,N/A,B,Obstrucción,5.1,Paradas menores,1
900763,2025-08,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desgaste,8.8,Averías,1
900764,2025-08,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Ajuste incorrecto,5.3,Arranque,1
900765,2025-08,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Obstrucción,10.6,Averías,1
900766,2025-08,EQ-0462,Etiquetadora L2,Envasado,Línea 2,B,Falta de lubricación,4.7,Pérdida de velocidad,1
900767,2025-08,EQ-0210,Compresor 3,Servicios,N/A,B,Falta de lubricación,7.6,Averías,1
900768,2025-08,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Contaminación,9.6,Averías,1
900769,2025-08,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Obstrucción,4.9,Setup y ajustes,1
900770,2025-08,EQ-0202,Caldera 2,Servicios,N/A,B,Contaminación,1.3,Averías,1
900771,2025-08,EQ-0331,Bomba de proceso,Proceso,Línea 1,C,Ajuste incorrecto,2.7,Defectos y reproceso,1
900772,2025-08,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Desalineamiento,7.6,Pérdida de velocidad,1
900773,2025-08,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Desalineamiento,10.6,Paradas menores,1
900774,2025-08,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Desalineamiento,5.1,Arranque,1
900775,2025-08,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desgaste,7.2,Paradas menores,1
900776,2025-08,EQ-0210,Compresor 3,Servicios,N/A,B,Obstrucción,5.8,Averías,1
900777,2025-08,EQ-0210,Compresor 3,Servicios,N/A,B,Obstrucción,3.8,Averías,1
900778,2025-08,EQ-0210,Compresor 3,Servicios,N/A,B,Desalineamiento,7.8,Averías,1
900779,2025-08,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desalineamiento,13.2,Setup y ajustes,1
900780,2025-08,EQ-0331,Bomba de proceso,Proceso,Línea 1,C,Obstrucción,6.8,Averías,1
900781,2025-08,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Falta de lubricación,2.0,Averías,1
900782,2025-08,EQ-0331,Bomba de proceso,Proceso,Línea 1,C,Desalineamiento,4.6,Paradas menores,0
900783,2025-08,EQ-0462,Etiquetadora L2,Envasado,Línea 2,B,Desalineamiento,4.7,Averías,1
900784,2025-08,EQ-0310,Reactor P1,Proceso,Línea 1,A,Ajuste incorrecto,13.3,Averías,0
900785,2025-08,EQ-0202,Caldera 2,Servicios,N/A,B,Falla eléctrica,6.6,Paradas menores,1
900786,2025-08,EQ-0211,Chiller 1,Servicios,N/A,A,Fatiga de material,4.0,Averías,0
900787,2025-08,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Fatiga de material,7.1,Paradas menores,1
900788,2025-08,EQ-0311,Intercambiador P1,Proceso,Línea 1,B,Desalineamiento,6.8,Averías,1
900789,2025-08,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Falta de lubricación,1.8,Paradas menores,1
900790,2025-08,EQ-0210,Compresor 3,Servicios,N/A,B,Desgaste,7.6,Defectos y reproceso,1
900791,2025-08,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Desalineamiento,6.7,Pérdida de velocidad,1
900792,2025-08,EQ-0211,Chiller 1,Servicios,N/A,A,Obstrucción,4.1,Defectos y reproceso,1
900793,2025-08,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Desgaste,10.9,Averías,1
900794,2025-08,EQ-0320,Mezclador P2,Proceso,Línea 2,B,Fatiga de material,2.0,Averías,0
900795,2025-08,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Falla eléctrica,5.1,Defectos y reproceso,1
900796,2025-08,EQ-0462,Etiquetadora L2,Envasado,Línea 2,B,Desgaste,3.0,Averías,1
900797,2025-08,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Falta de lubricación,4.4,Setup y ajustes,1
900798,2025-08,EQ-0310,Reactor P1,Proceso,Línea 1,A,Desalineamiento,8.7,Pérdida de velocidad,0
900799,2025-08,EQ-0311,Intercambiador P1,Proceso,Línea 1,B,Obstrucción,6.0,Averías,1
900800,2025-08,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Contaminación,7.3,Paradas menores,1
900801,2025-08,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Falla eléctrica,10.3,Setup y ajustes,1
900802,2025-08,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Desalineamiento,8.4,Defectos y reproceso,1
900803,2025-08,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desalineamiento,12.0,Averías,1
900804,2025-08,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Fatiga de material,4.7,Setup y ajustes,1
900805,2025-09,EQ-0211,Chiller 1,Servicios,N/A,A,Falla eléctrica,9.4,Averías,1
900806,2025-09,EQ-0311,Intercambiador P1,Proceso,Línea 1,B,Ajuste incorrecto,8.1,Setup y ajustes,1
900807,2025-09,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Desgaste,9.6,Arranque,1
900808,2025-09,EQ-0310,Reactor P1,Proceso,Línea 1,A,Desgaste,9.3,Averías,0
900809,2025-09,EQ-0310,Reactor P1,Proceso,Línea 1,A,Falla eléctrica,4.3,Averías,1
900810,2025-09,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desgaste,11.1,Averías,1
900811,2025-09,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desalineamiento,3.6,Arranque,0
900812,2025-09,EQ-0310,Reactor P1,Proceso,Línea 1,A,Desgaste,2.9,Paradas menores,1
900813,2025-09,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Desalineamiento,7.2,Averías,1
900814,2025-09,EQ-0201,Caldera 1,Servicios,N/A,A,Desgaste,9.8,Averías,1
900815,2025-09,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Fatiga de material,1.9,Averías,1
900816,2025-09,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Obstrucción,3.2,Setup y ajustes,1
900817,2025-09,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desalineamiento,4.0,Pérdida de velocidad,1
900818,2025-09,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Contaminación,5.7,Defectos y reproceso,1
900819,2025-09,EQ-0202,Caldera 2,Servicios,N/A,B,Obstrucción,6.2,Arranque,1
900820,2025-09,EQ-0601,Grúa horquilla 4,Bodega,N/A,C,Falla eléctrica,1.4,Averías,1
900821,2025-09,EQ-0211,Chiller 1,Servicios,N/A,A,Obstrucción,5.2,Pérdida de velocidad,1
900822,2025-09,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Obstrucción,7.0,Paradas menores,1
900823,2025-09,EQ-0210,Compresor 3,Servicios,N/A,B,Falla eléctrica,3.3,Paradas menores,1
900824,2025-09,EQ-0211,Chiller 1,Servicios,N/A,A,Fatiga de material,4.2,Defectos y reproceso,1
900825,2025-09,EQ-0310,Reactor P1,Proceso,Línea 1,A,Ajuste incorrecto,12.6,Setup y ajustes,0
900826,2025-09,EQ-0311,Intercambiador P1,Proceso,Línea 1,B,Desgaste,1.6,Pérdida de velocidad,1
900827,2025-09,EQ-0211,Chiller 1,Servicios,N/A,A,Obstrucción,2.0,Averías,1
900828,2025-09,EQ-0202,Caldera 2,Servicios,N/A,B,Desalineamiento,8.2,Arranque,1
900829,2025-09,EQ-0331,Bomba de proceso,Proceso,Línea 1,C,Ajuste incorrecto,5.1,Paradas menores,1
900830,2025-09,EQ-0201,Caldera 1,Servicios,N/A,A,Desalineamiento,11.9,Averías,1
900831,2025-09,EQ-0331,Bomba de proceso,Proceso,Línea 1,C,Ajuste incorrecto,5.4,Setup y ajustes,1
900832,2025-09,EQ-0311,Intercambiador P1,Proceso,Línea 1,B,Desgaste,8.2,Averías,1
900833,2025-09,EQ-0310,Reactor P1,Proceso,Línea 1,A,Falta de lubricación,12.2,Paradas menores,1
900834,2025-09,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Falla eléctrica,1.7,Averías,1
900835,2025-09,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desalineamiento,1.6,Pérdida de velocidad,1
900836,2025-09,EQ-0211,Chiller 1,Servicios,N/A,A,Ajuste incorrecto,4.3,Paradas menores,1
900837,2025-09,EQ-0331,Bomba de proceso,Proceso,Línea 1,C,Falla eléctrica,1.8,Averías,1
900838,2025-09,EQ-0201,Caldera 1,Servicios,N/A,A,Ajuste incorrecto,8.4,Pérdida de velocidad,1
900839,2025-09,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Ajuste incorrecto,9.5,Paradas menores,1
900840,2025-09,EQ-0202,Caldera 2,Servicios,N/A,B,Desalineamiento,8.7,Setup y ajustes,1
900841,2025-09,EQ-0310,Reactor P1,Proceso,Línea 1,A,Falta de lubricación,9.8,Paradas menores,1
900842,2025-09,EQ-0320,Mezclador P2,Proceso,Línea 2,B,Falta de lubricación,7.2,Setup y ajustes,1
900843,2025-09,EQ-0202,Caldera 2,Servicios,N/A,B,Desgaste,9.3,Pérdida de velocidad,1
900844,2025-09,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Falta de lubricación,10.3,Averías,1
900845,2025-09,EQ-0310,Reactor P1,Proceso,Línea 1,A,Desgaste,7.5,Averías,1
900846,2025-09,EQ-0201,Caldera 1,Servicios,N/A,A,Fatiga de material,7.1,Arranque,1
900847,2025-09,EQ-0211,Chiller 1,Servicios,N/A,A,Desalineamiento,11.1,Averías,1
900848,2025-09,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Falla eléctrica,3.1,Pérdida de velocidad,1
900849,2025-09,EQ-0462,Etiquetadora L2,Envasado,Línea 2,B,Desalineamiento,6.6,Paradas menores,1
900850,2025-09,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Ajuste incorrecto,4.8,Defectos y reproceso,1
900851,2025-09,EQ-0462,Etiquetadora L2,Envasado,Línea 2,B,Desalineamiento,9.2,Averías,1
900852,2025-09,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Fatiga de material,3.8,Averías,1
900853,2025-09,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desalineamiento,7.5,Averías,1
900854,2025-09,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Ajuste incorrecto,11.7,Pérdida de velocidad,1
900855,2025-09,EQ-0320,Mezclador P2,Proceso,Línea 2,B,Fatiga de material,4.7,Paradas menores,1
900856,2025-09,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Contaminación,11.5,Averías,1
900857,2025-09,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Desgaste,5.3,Averías,1
900858,2025-09,EQ-0331,Bomba de proceso,Proceso,Línea 1,C,Ajuste incorrecto,1.3,Setup y ajustes,1
900859,2025-09,EQ-0320,Mezclador P2,Proceso,Línea 2,B,Falla eléctrica,6.8,Setup y ajustes,1
900860,2025-09,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Falla eléctrica,8.1,Defectos y reproceso,1
900861,2025-09,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Fatiga de material,6.3,Averías,1
900862,2025-09,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Falta de lubricación,5.8,Pérdida de velocidad,0
900863,2025-09,EQ-0211,Chiller 1,Servicios,N/A,A,Obstrucción,11.9,Paradas menores,1
900864,2025-09,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Contaminación,9.7,Averías,1
900865,2025-09,EQ-0211,Chiller 1,Servicios,N/A,A,Contaminación,5.6,Setup y ajustes,1
900866,2025-09,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Fatiga de material,9.5,Pérdida de velocidad,1
900867,2025-09,EQ-0471,Transportador L3,Envasado,Línea 3,C,Fatiga de material,3.3,Paradas menores,1
900868,2025-09,EQ-0462,Etiquetadora L2,Envasado,Línea 2,B,Ajuste incorrecto,7.6,Arranque,1
900869,2025-09,EQ-0331,Bomba de proceso,Proceso,Línea 1,C,Desalineamiento,2.9,Arranque,1
900870,2025-09,EQ-0310,Reactor P1,Proceso,Línea 1,A,Falla eléctrica,12.4,Paradas menores,1
900871,2025-09,EQ-0462,Etiquetadora L2,Envasado,Línea 2,B,Obstrucción,1.2,Pérdida de velocidad,1
900872,2025-09,EQ-0601,Grúa horquilla 4,Bodega,N/A,C,Falta de lubricación,4.7,Averías,1
900873,2025-09,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Obstrucción,5.2,Paradas menores,1
900874,2025-09,EQ-0211,Chiller 1,Servicios,N/A,A,Fatiga de material,5.5,Averías,1
900875,2025-09,EQ-0310,Reactor P1,Proceso,Línea 1,A,Desgaste,7.0,Pérdida de velocidad,0
900876,2025-09,EQ-0210,Compresor 3,Servicios,N/A,B,Desgaste,1.8,Setup y ajustes,1
900877,2025-09,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Desalineamiento,7.5,Paradas menores,1
900878,2025-09,EQ-0202,Caldera 2,Servicios,N/A,B,Desgaste,7.5,Paradas menores,1
900879,2025-09,EQ-0201,Caldera 1,Servicios,N/A,A,Contaminación,11.5,Averías,1
900880,2025-09,EQ-0462,Etiquetadora L2,Envasado,Línea 2,B,Ajuste incorrecto,3.8,Averías,1
900881,2025-09,EQ-0331,Bomba de proceso,Proceso,Línea 1,C,Obstrucción,6.1,Averías,1
900882,2025-09,EQ-0210,Compresor 3,Servicios,N/A,B,Obstrucción,4.1,Averías,1
900883,2025-09,EQ-0331,Bomba de proceso,Proceso,Línea 1,C,Desgaste,2.6,Averías,1
900884,2025-09,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Desalineamiento,3.6,Averías,0
900885,2025-09,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Desalineamiento,11.7,Averías,1
900886,2025-09,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Falta de lubricación,11.5,Averías,1
900887,2025-09,EQ-0320,Mezclador P2,Proceso,Línea 2,B,Desalineamiento,2.0,Setup y ajustes,1
900888,2025-09,EQ-0462,Etiquetadora L2,Envasado,Línea 2,B,Desgaste,8.8,Paradas menores,1
900889,2025-09,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Desgaste,6.3,Paradas menores,1
900890,2025-09,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Desgaste,12.8,Averías,1
900891,2025-09,EQ-0201,Caldera 1,Servicios,N/A,A,Contaminación,10.7,Pérdida de velocidad,1
900892,2025-09,EQ-0310,Reactor P1,Proceso,Línea 1,A,Obstrucción,4.7,Setup y ajustes,1
900893,2025-09,EQ-0320,Mezclador P2,Proceso,Línea 2,B,Contaminación,9.0,Averías,1
900894,2025-09,EQ-0201,Caldera 1,Servicios,N/A,A,Desgaste,3.2,Arranque,1
900895,2025-09,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Fatiga de material,2.2,Pérdida de velocidad,1
900896,2025-09,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Desalineamiento,8.2,Paradas menores,1
900897,2025-09,EQ-0210,Compresor 3,Servicios,N/A,B,Desgaste,1.5,Averías,1
900898,2025-09,EQ-0331,Bomba de proceso,Proceso,Línea 1,C,Ajuste incorrecto,4.3,Averías,1
900899,2025-09,EQ-0471,Transportador L3,Envasado,Línea 3,C,Desgaste,6.3,Averías,1
900900,2025-09,EQ-0331,Bomba de proceso,Proceso,Línea 1,C,Desgaste,1.2,Averías,1
900901,2025-09,EQ-0601,Grúa horquilla 4,Bodega,N/A,C,Ajuste incorrecto,4.4,Averías,1
900902,2025-10,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desgaste,6.0,Averías,1
900903,2025-10,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Desgaste,8.6,Paradas menores,1
900904,2025-10,EQ-0310,Reactor P1,Proceso,Línea 1,A,Desalineamiento,12.8,Averías,1
900905,2025-10,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Falta de lubricación,11.0,Paradas menores,1
900906,2025-10,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Falta de lubricación,8.0,Averías,1
900907,2025-10,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desalineamiento,11.2,Defectos y reproceso,1
900908,2025-10,EQ-0211,Chiller 1,Servicios,N/A,A,Obstrucción,2.4,Averías,1
900909,2025-10,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Falta de lubricación,4.1,Defectos y reproceso,1
900910,2025-10,EQ-0310,Reactor P1,Proceso,Línea 1,A,Falta de lubricación,8.3,Averías,1
900911,2025-10,EQ-0462,Etiquetadora L2,Envasado,Línea 2,B,Falla eléctrica,8.1,Paradas menores,1
900912,2025-10,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Desgaste,8.5,Pérdida de velocidad,1
900913,2025-10,EQ-0210,Compresor 3,Servicios,N/A,B,Desgaste,3.1,Averías,1
900914,2025-10,EQ-0311,Intercambiador P1,Proceso,Línea 1,B,Desalineamiento,2.2,Pérdida de velocidad,1
900915,2025-10,EQ-0210,Compresor 3,Servicios,N/A,B,Desalineamiento,1.6,Defectos y reproceso,1
900916,2025-10,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Fatiga de material,2.7,Paradas menores,1
900917,2025-10,EQ-0310,Reactor P1,Proceso,Línea 1,A,Falta de lubricación,8.7,Arranque,1
900918,2025-10,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Desalineamiento,12.7,Setup y ajustes,1
900919,2025-10,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Contaminación,7.4,Averías,1
900920,2025-10,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Obstrucción,3.5,Averías,1
900921,2025-10,EQ-0210,Compresor 3,Servicios,N/A,B,Fatiga de material,3.9,Pérdida de velocidad,1
900922,2025-10,EQ-0201,Caldera 1,Servicios,N/A,A,Contaminación,7.0,Averías,1
900923,2025-10,EQ-0320,Mezclador P2,Proceso,Línea 2,B,Desgaste,1.4,Defectos y reproceso,1
900924,2025-10,EQ-0311,Intercambiador P1,Proceso,Línea 1,B,Desalineamiento,7.2,Paradas menores,0
900925,2025-10,EQ-0331,Bomba de proceso,Proceso,Línea 1,C,Desgaste,4.6,Defectos y reproceso,1
900926,2025-10,EQ-0320,Mezclador P2,Proceso,Línea 2,B,Falta de lubricación,3.0,Averías,1
900927,2025-10,EQ-0310,Reactor P1,Proceso,Línea 1,A,Desgaste,2.0,Averías,1
900928,2025-10,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Falta de lubricación,2.1,Pérdida de velocidad,1
900929,2025-10,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Desgaste,5.5,Paradas menores,1
900930,2025-10,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Ajuste incorrecto,5.2,Paradas menores,1
900931,2025-10,EQ-0311,Intercambiador P1,Proceso,Línea 1,B,Falta de lubricación,2.5,Defectos y reproceso,1
900932,2025-10,EQ-0462,Etiquetadora L2,Envasado,Línea 2,B,Obstrucción,4.6,Setup y ajustes,1
900933,2025-10,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Desgaste,10.7,Defectos y reproceso,1
900934,2025-10,EQ-0210,Compresor 3,Servicios,N/A,B,Ajuste incorrecto,4.8,Defectos y reproceso,1
900935,2025-10,EQ-0210,Compresor 3,Servicios,N/A,B,Obstrucción,8.2,Averías,1
900936,2025-10,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Desgaste,7.0,Averías,1
900937,2025-10,EQ-0201,Caldera 1,Servicios,N/A,A,Obstrucción,5.4,Defectos y reproceso,1
900938,2025-10,EQ-0210,Compresor 3,Servicios,N/A,B,Desalineamiento,7.7,Setup y ajustes,1
900939,2025-10,EQ-0601,Grúa horquilla 4,Bodega,N/A,C,Desgaste,0.7,Averías,1
900940,2025-10,EQ-0310,Reactor P1,Proceso,Línea 1,A,Contaminación,11.4,Averías,1
900941,2025-10,EQ-0462,Etiquetadora L2,Envasado,Línea 2,B,Contaminación,5.4,Setup y ajustes,1
900942,2025-10,EQ-0210,Compresor 3,Servicios,N/A,B,Obstrucción,9.2,Paradas menores,1
900943,2025-10,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Desalineamiento,11.0,Arranque,1
900944,2025-10,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Ajuste incorrecto,4.7,Averías,1
900945,2025-10,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desgaste,3.1,Averías,1
900946,2025-10,EQ-0310,Reactor P1,Proceso,Línea 1,A,Falla eléctrica,1.3,Setup y ajustes,1
900947,2025-10,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Obstrucción,3.5,Averías,1
900948,2025-10,EQ-0471,Transportador L3,Envasado,Línea 3,C,Falta de lubricación,0.7,Arranque,1
900949,2025-10,EQ-0310,Reactor P1,Proceso,Línea 1,A,Desalineamiento,12.9,Setup y ajustes,0
900950,2025-10,EQ-0462,Etiquetadora L2,Envasado,Línea 2,B,Desalineamiento,6.5,Averías,1
900951,2025-10,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Fatiga de material,1.8,Paradas menores,1
900952,2025-10,EQ-0211,Chiller 1,Servicios,N/A,A,Desalineamiento,10.2,Defectos y reproceso,1
900953,2025-10,EQ-0320,Mezclador P2,Proceso,Línea 2,B,Desgaste,8.2,Pérdida de velocidad,1
900954,2025-10,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Falta de lubricación,8.3,Defectos y reproceso,1
900955,2025-10,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desalineamiento,12.6,Averías,1
900956,2025-10,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Falla eléctrica,9.9,Averías,1
900957,2025-10,EQ-0331,Bomba de proceso,Proceso,Línea 1,C,Desalineamiento,1.7,Averías,1
900958,2025-10,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Falta de lubricación,4.3,Paradas menores,1
900959,2025-10,EQ-0320,Mezclador P2,Proceso,Línea 2,B,Desgaste,3.0,Averías,1
900960,2025-10,EQ-0201,Caldera 1,Servicios,N/A,A,Obstrucción,3.6,Setup y ajustes,1
900961,2025-10,EQ-0211,Chiller 1,Servicios,N/A,A,Fatiga de material,6.2,Defectos y reproceso,1
900962,2025-10,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Fatiga de material,1.6,Pérdida de velocidad,1
900963,2025-10,EQ-0320,Mezclador P2,Proceso,Línea 2,B,Desgaste,5.8,Averías,1
900964,2025-10,EQ-0310,Reactor P1,Proceso,Línea 1,A,Falla eléctrica,3.1,Setup y ajustes,1
900965,2025-10,EQ-0211,Chiller 1,Servicios,N/A,A,Fatiga de material,6.3,Averías,1
900966,2025-10,EQ-0471,Transportador L3,Envasado,Línea 3,C,Desalineamiento,2.6,Paradas menores,1
900967,2025-10,EQ-0601,Grúa horquilla 4,Bodega,N/A,C,Contaminación,4.1,Defectos y reproceso,1
900968,2025-10,EQ-0470,Paletizador,Envasado,Línea 3,B,Desgaste,8.6,Averías,1
900969,2025-10,EQ-0202,Caldera 2,Servicios,N/A,B,Falla eléctrica,7.9,Setup y ajustes,1
900970,2025-10,EQ-0470,Paletizador,Envasado,Línea 3,B,Desalineamiento,6.3,Averías,1
900971,2025-10,EQ-0311,Intercambiador P1,Proceso,Línea 1,B,Contaminación,3.1,Averías,1
900972,2025-10,EQ-0311,Intercambiador P1,Proceso,Línea 1,B,Desalineamiento,2.7,Paradas menores,1
900973,2025-10,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desalineamiento,3.5,Defectos y reproceso,1
900974,2025-10,EQ-0310,Reactor P1,Proceso,Línea 1,A,Falla eléctrica,2.8,Setup y ajustes,1
900975,2025-10,EQ-0470,Paletizador,Envasado,Línea 3,B,Desgaste,8.6,Paradas menores,1
900976,2025-10,EQ-0202,Caldera 2,Servicios,N/A,B,Desalineamiento,2.6,Averías,1
900977,2025-10,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Ajuste incorrecto,8.6,Paradas menores,1
900978,2025-10,EQ-0601,Grúa horquilla 4,Bodega,N/A,C,Desalineamiento,2.8,Averías,1
900979,2025-10,EQ-0210,Compresor 3,Servicios,N/A,B,Falta de lubricación,8.7,Arranque,0
900980,2025-10,EQ-0201,Caldera 1,Servicios,N/A,A,Desgaste,2.9,Averías,1
900981,2025-10,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Fatiga de material,7.4,Averías,1
900982,2025-10,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Falla eléctrica,5.3,Paradas menores,1
900983,2025-10,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Falla eléctrica,1.6,Averías,1
900984,2025-10,EQ-0470,Paletizador,Envasado,Línea 3,B,Desgaste,2.6,Pérdida de velocidad,1
900985,2025-10,EQ-0211,Chiller 1,Servicios,N/A,A,Contaminación,7.7,Paradas menores,0
900986,2025-10,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Contaminación,9.9,Setup y ajustes,1
900987,2025-10,EQ-0310,Reactor P1,Proceso,Línea 1,A,Desgaste,1.9,Defectos y reproceso,1
900988,2025-10,EQ-0201,Caldera 1,Servicios,N/A,A,Desalineamiento,11.8,Pérdida de velocidad,1
900989,2025-10,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Desgaste,2.7,Arranque,1
900990,2025-10,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Desalineamiento,8.0,Averías,1
900991,2025-10,EQ-0471,Transportador L3,Envasado,Línea 3,C,Desalineamiento,1.3,Setup y ajustes,1
900992,2025-10,EQ-0210,Compresor 3,Servicios,N/A,B,Fatiga de material,6.9,Averías,1
900993,2025-10,EQ-0470,Paletizador,Envasado,Línea 3,B,Falla eléctrica,9.2,Defectos y reproceso,0
900994,2025-10,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Ajuste incorrecto,2.5,Setup y ajustes,1
900995,2025-10,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Falta de lubricación,7.1,Averías,1
