Orden,AnioMes,Area,Linea,Equipo,DenominacionEquipo,Criticidad,TipoMantenimiento,ClaseOrden,EstadoCierre,Trabajo,TrabajoReal,CostoPlan,CostoReal,DiasCierre,RetrasoDias,FlagsCalidad,GrupoPlanificador,Prioridad,MotivoDetencion
400822,2025-07,Envasado,Línea 1,EQ-0461,Etiquetadora L1,A,Emergencia,PM05,Cerrada,9.1,13.4,602.8,583.4,5,0,0,Eléctrico,Baja,
400823,2025-07,Proceso,Línea 2,EQ-0320,Mezclador P2,B,Preventivo,PM03,Abierta,25.6,11.0,665.4,43.0,,11,8,Mecánico,Media,
400824,2025-07,Envasado,Línea 1,EQ-0455,Envasadora L1,A,Preventivo,PM03,Cerrada,25.0,27.4,1033.3,1075.9,15,4,20,Mecánico,Media,
400825,2025-07,Proceso,Línea 1,EQ-0311,Intercambiador P1,B,Preventivo,PM02,Cerrada,16.9,15.6,513.1,466.5,14,0,0,Mecánico,Alta,
400826,2025-07,Proceso,Línea 2,EQ-0330,Bomba CIP,B,Emergencia,PM05,Cerrada,29.8,46.4,1452.6,1614.6,4,0,0,Eléctrico,Media,
400827,2025-07,Proceso,Línea 2,EQ-0320,Mezclador P2,B,Preventivo,PM03,Cerrada,11.3,11.1,290.3,304.5,10,0,0,Servicios,Alta,
400828,2025-07,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Emergencia,PM05,Cerrada,17.5,28.7,1080.8,1194.3,14,0,4,Mecánico,Media,
400829,2025-07,Servicios,N/A,EQ-0211,Chiller 1,A,Correctivo,PM01,Cerrada,3.1,6.7,289.3,437.2,7,0,0,Eléctrico,Media,
400830,2025-07,Servicios,N/A,EQ-0210,Compresor 3,B,Emergencia,PM05,Cerrada,2.7,4.6,174.5,196.9,2,0,0,Eléctrico,Baja,
400831,2025-07,Servicios,N/A,EQ-0210,Compresor 3,B,Correctivo,PM01,Cerrada,31.2,65.7,1818.2,2614.3,2,0,2,Mecánico,Media,
400832,2025-07,Proceso,Línea 1,EQ-0310,Reactor P1,A,Preventivo,PM02,Cerrada,17.5,19.0,1019.0,1044.9,2,3,0,Eléctrico,Baja,
400833,2025-07,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Preventivo,PM02,Cerrada,9.4,9.7,343.7,349.4,12,0,0,Servicios,Alta,
400834,2025-07,Bodega,N/A,EQ-0601,Grúa horquilla 4,C,Preventivo,PM02,Cerrada,6.2,6.2,186.6,194.4,5,8,16,Mecánico,Media,
400835,2025-07,Servicios,N/A,EQ-0210,Compresor 3,B,Correctivo,PM01,Cerrada,31.6,36.8,1474.7,1212.9,3,0,1,Mecánico,Baja,
400836,2025-07,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Correctivo,PM01,Abierta,7.9,2.3,634.7,418.0,,17,0,Instrumentación,Baja,
400837,2025-07,Proceso,Línea 2,EQ-0330,Bomba CIP,B,Correctivo,PM01,Cerrada,23.0,48.4,1617.4,2364.9,4,0,2,Eléctrico,Media,
400838,2025-07,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Correctivo,PM01,Cerrada,28.3,61.6,2297.3,3095.9,1,0,0,Eléctrico,Media,
400839,2025-07,Proceso,Línea 1,EQ-0311,Intercambiador P1,B,Preventivo,PM03,Cerrada,2.4,2.5,96.2,97.8,3,7,16,Eléctrico,Media,
400840,2025-07,Envasado,Línea 3,EQ-0470,Paletizador,B,Preventivo,PM03,Cerrada,2.2,2.1,96.2,97.0,8,6,0,Mecánico,Baja,
400841,2025-07,Proceso,Línea 2,EQ-0320,Mezclador P2,B,Correctivo,PM01,Cerrada,25.3,52.7,940.5,1359.2,1,4,0,Eléctrico,Media,
400842,2025-07,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Preventivo,PM03,Abierta,19.8,6.0,990.3,32.0,,11,2,Instrumentación,Baja,
400843,2025-07,Bodega,N/A,EQ-0601,Grúa horquilla 4,C,Correctivo,PM01,Cerrada,23.4,46.4,772.5,1030.9,14,0,6,Eléctrico,Alta,
400844,2025-07,Proceso,Línea 1,EQ-0331,Bomba de proceso,C,Mejora,PM04,Cerrada,6.5,7.2,216.7,232.6,6,0,2,Mecánico,Media,
400845,2025-07,Proceso,Línea 1,EQ-0310,Reactor P1,A,Correctivo,PM01,Cerrada,19.7,24.4,1803.4,1398.4,8,0,0,Mecánico,Baja,
400846,2025-07,Servicios,N/A,EQ-0202,Caldera 2,B,Predictivo,PM06,Abierta,24.1,5.4,692.1,193.0,,28,0,Mecánico,Media,Requiere parada de planta
400847,2025-07,Servicios,N/A,EQ-0211,Chiller 1,A,Preventivo,PM03,Cerrada,4.2,4.0,239.6,214.8,13,0,2,Eléctrico,Alta,
400848,2025-07,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Correctivo,PM01,Cerrada,29.9,62.9,2210.5,3120.2,6,0,2,Eléctrico,Media,
400849,2025-07,Servicios,N/A,EQ-0211,Chiller 1,A,Correctivo,PM01,Cerrada,29.3,60.8,1358.4,1934.9,7,0,0,Mecánico,Baja,
400850,2025-07,Servicios,N/A,EQ-0211,Chiller 1,A,Correctivo,PM01,Cerrada,14.1,22.3,688.6,730.6,10,0,0,Mecánico,Baja,
400851,2025-07,Servicios,N/A,EQ-0201,Caldera 1,A,Correctivo,PM01,Cerrada,9.4,15.5,733.8,833.0,2,11,0,Mecánico,Media,
400852,2025-07,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Correctivo,PM01,Cerrada,6.4,12.9,527.7,698.6,11,4,3,Mecánico,Alta,
400853,2025-07,Servicios,N/A,EQ-0202,Caldera 2,B,Correctivo,PM01,Cerrada,5.7,8.3,216.0,198.4,7,0,1,Mecánico,Alta,
400854,2025-07,Envasado,Línea 1,EQ-0461,Etiquetadora L1,A,Correctivo,PM01,Cerrada,6.6,11.8,367.7,402.1,6,0,0,Eléctrico,Media,
400855,2025-07,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Emergencia,PM05,Cerrada,23.2,37.1,2122.3,2278.1,2,0,0,Instrumentación,Baja,
400856,2025-07,Envasado,Línea 1,EQ-0461,Etiquetadora L1,A,Emergencia,PM05,Cerrada,12.5,18.1,649.0,605.3,7,0,0,Mecánico,Alta,
400857,2025-07,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Preventivo,PM02,Cerrada,16.2,17.8,728.0,871.4,15,0,2,Mecánico,Media,
400858,2025-07,Proceso,Línea 1,EQ-0310,Reactor P1,A,Emergencia,PM05,Cerrada,23.8,30.9,1472.3,1365.3,2,0,0,Eléctrico,Media,
400859,2025-07,Envasado,Línea 3,EQ-0471,Transportador L3,C,Correctivo,PM01,Cerrada,28.9,59.1,1221.9,1746.7,12,0,0,Mecánico,Alta,
400860,2025-07,Bodega,N/A,EQ-0601,Grúa horquilla 4,C,Preventivo,PM02,Cerrada,11.1,10.5,332.7,339.2,2,0,0,Mecánico,Media,
400861,2025-07,Envasado,Línea 3,EQ-0471,Transportador L3,C,Preventivo,PM02,Cerrada,17.9,19.6,335.6,379.1,1,9,0,Instrumentación,Media,
400862,2025-07,Envasado,Línea 1,EQ-0461,Etiquetadora L1,A,Preventivo,PM02,Cerrada,4.4,4.2,246.6,228.7,4,5,2,Mecánico,Baja,
400863,2025-07,Envasado,Línea 3,EQ-0471,Transportador L3,C,Preventivo,PM02,Cerrada,20.9,22.5,519.7,579.1,7,6,16,Eléctrico,Alta,
400864,2025-07,Proceso,Línea 1,EQ-0310,Reactor P1,A,Correctivo,PM01,Cerrada,13.6,24.0,877.5,1001.8,14,0,0,Eléctrico,Baja,
400865,2025-07,Envasado,Línea 3,EQ-0470,Paletizador,B,Preventivo,PM02,Cerrada,22.4,22.0,1007.3,1066.0,13,0,0,Eléctrico,Media,
400866,2025-07,Servicios,N/A,EQ-0211,Chiller 1,A,Preventivo,PM02,Cerrada,6.4,7.2,263.0,293.6,14,0,0,Instrumentación,Media,
400867,2025-07,Envasado,Línea 3,EQ-0471,Transportador L3,C,Preventivo,PM02,Cerrada,16.9,18.9,415.6,432.1,8,0,0,Mecánico,Alta,
400868,2025-07,Envasado,Línea 2,EQ-0462,Etiquetadora L2,B,Correctivo,PM01,Cerrada,20.2,26.3,844.4,762.1,11,0,0,Eléctrico,Media,
400869,2025-07,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Correctivo,PM01,Cerrada,23.1,38.9,1709.5,1996.9,11,0,1,Eléctrico,Alta,
400870,2025-07,Envasado,Línea 3,EQ-0470,Paletizador,B,Correctivo,PM01,Cerrada,6.2,12.5,375.3,485.4,11,8,4,Eléctrico,Baja,
400871,2025-07,Envasado,Línea 3,EQ-0471,Transportador L3,C,Correctivo,PM01,Cerrada,8.6,17.3,325.3,468.3,9,0,0,Mecánico,Media,
400872,2025-07,Servicios,N/A,EQ-0201,Caldera 1,A,Correctivo,PM01,Abierta,3.0,1.2,172.2,46.5,,5,0,Mecánico,Baja,
400873,2025-08,Proceso,Línea 2,EQ-0330,Bomba CIP,B,Preventivo,PM02,Cerrada,20.6,23.0,616.9,653.5,14,0,2,Instrumentación,Media,
400874,2025-08,Envasado,Línea 1,EQ-0455,Envasadora L1,A,Correctivo,PM01,Cerrada,15.1,31.3,931.5,1293.3,14,8,1,Eléctrico,Alta,
400875,2025-08,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Correctivo,PM01,Cerrada,23.5,36.9,2030.0,2124.4,12,0,0,Mecánico,Baja,
400876,2025-08,Servicios,N/A,EQ-0202,Caldera 2,B,Correctivo,PM01,Abierta,20.3,1.3,1212.7,846.4,,15,0,Eléctrico,Media,
400877,2025-08,Envasado,Línea 1,EQ-0461,Etiquetadora L1,A,Preventivo,PM02,Cerrada,6.7,6.7,260.0,244.4,13,0,0,Servicios,Baja,
400878,2025-08,Envasado,Línea 1,EQ-0461,Etiquetadora L1,A,Correctivo,PM01,Cerrada,16.8,33.4,846.8,1085.7,3,10,0,Mecánico,Media,
400879,2025-08,Envasado,Línea 3,EQ-0470,Paletizador,B,Preventivo,PM02,Cerrada,10.0,10.9,297.2,298.9,11,0,4,Mecánico,Media,
400880,2025-08,Servicios,N/A,EQ-0211,Chiller 1,A,Preventivo,PM03,Cerrada,11.0,12.1,546.9,629.0,8,10,16,Eléctrico,Alta,
400881,2025-08,Envasado,Línea 1,EQ-0461,Etiquetadora L1,A,Preventivo,PM02,Cerrada,14.2,14.5,888.3,847.6,5,0,0,Mecánico,Media,
400882,2025-08,Servicios,N/A,EQ-0201,Caldera 1,A,Mejora,PM04,Cerrada,16.0,14.9,703.0,621.9,11,0,1,Eléctrico,Media,
400883,2025-08,Servicios,N/A,EQ-0202,Caldera 2,B,Preventivo,PM02,Cerrada,9.1,9.9,343.1,380.7,10,10,0,Instrumentación,Media,
400884,2025-08,Proceso,Línea 1,EQ-0310,Reactor P1,A,Correctivo,PM01,Cerrada,23.4,50.8,2106.4,2990.5,6,0,0,Mecánico,Baja,
400885,2025-08,Proceso,Línea 2,EQ-0320,Mezclador P2,B,Preventivo,PM03,Cerrada,19.3,20.8,548.2,560.4,12,0,0,Eléctrico,Alta,
400886,2025-08,Bodega,N/A,EQ-0601,Grúa horquilla 4,C,Preventivo,PM03,Cerrada,2.0,2.0,39.8,38.3,11,0,0,Eléctrico,Alta,
400887,2025-08,Envasado,Línea 3,EQ-0470,Paletizador,B,Preventivo,PM02,Cerrada,17.5,17.6,722.8,679.3,5,0,0,Servicios,Baja,
400888,2025-08,Bodega,N/A,EQ-0601,Grúa horquilla 4,C,Preventivo,PM02,Cerrada,25.4,25.0,559.2,515.1,3,0,0,Mecánico,Media,
400889,2025-08,Proceso,Línea 1,EQ-0310,Reactor P1,A,Preventivo,PM02,Cerrada,16.0,14.8,1009.3,910.0,9,0,0,Eléctrico,Baja,
400890,2025-08,Envasado,Línea 3,EQ-0471,Transportador L3,C,Preventivo,PM02,Cerrada,25.9,23.9,868.7,776.6,1,0,0,Mecánico,Media,
400891,2025-08,Envasado,Línea 1,EQ-0461,Etiquetadora L1,A,Preventivo,PM03,Cerrada,14.3,15.8,711.8,754.1,4,0,0,Mecánico,Baja,
400892,2025-08,Envasado,Línea 2,EQ-0462,Etiquetadora L2,B,Mejora,PM04,Cerrada,4.2,4.6,195.2,202.6,12,0,0,Eléctrico,Alta,
400893,2025-08,Envasado,Línea 2,EQ-0462,Etiquetadora L2,B,Mejora,PM04,Cerrada,9.4,9.4,313.0,337.1,2,0,2,Eléctrico,Media,
400894,2025-08,Envasado,Línea 2,EQ-0462,Etiquetadora L2,B,Preventivo,PM02,Cerrada,13.3,14.7,482.2,508.7,12,0,0,Servicios,Media,
400895,2025-08,Proceso,Línea 2,EQ-0330,Bomba CIP,B,Predictivo,PM06,Cerrada,3.7,4.1,169.7,198.6,13,0,0,Eléctrico,Alta,
400896,2025-08,Servicios,N/A,EQ-0201,Caldera 1,A,Preventivo,PM02,Cerrada,16.7,17.6,530.7,546.2,1,0,0,Instrumentación,Media,
400897,2025-08,Envasado,Línea 3,EQ-0471,Transportador L3,C,Correctivo,PM01,Abierta,17.4,6.7,775.6,218.0,,4,0,Instrumentación,Media,
400898,2025-08,Proceso,Línea 2,EQ-0330,Bomba CIP,B,Preventivo,PM02,Cerrada,24.0,22.9,831.8,744.8,2,0,0,Mecánico,Media,
400899,2025-08,Envasado,Línea 2,EQ-0462,Etiquetadora L2,B,Preventivo,PM02,Cerrada,13.2,14.5,528.9,621.8,6,0,0,Servicios,Media,
400900,2025-08,Envasado,Línea 2,EQ-0462,Etiquetadora L2,B,Emergencia,PM05,Cerrada,19.2,33.4,811.5,960.4,11,0,0,Eléctrico,Alta,
400901,2025-08,Proceso,Línea 2,EQ-0330,Bomba CIP,B,Preventivo,PM03,Cerrada,11.3,10.7,518.9,514.2,9,0,0,Servicios,Baja,
400902,2025-08,Proceso,Línea 2,EQ-0330,Bomba CIP,B,Emergencia,PM05,Abierta,3.9,1.3,133.0,48.1,,19,2,Eléctrico,Media,
400903,2025-08,Proceso,Línea 1,EQ-0310,Reactor P1,A,Preventivo,PM02,Abierta,2.0,0.3,83.3,34.9,,17,16,Instrumentación,Baja,
400904,2025-08,Servicios,N/A,EQ-0201,Caldera 1,A,Correctivo,PM01,Cerrada,21.2,31.1,1135.9,1200.1,1,0,0,Servicios,Baja,
400905,2025-08,Proceso,Línea 2,EQ-0320,Mezclador P2,B,Correctivo,PM01,Cerrada,23.3,43.5,901.6,1120.1,3,0,0,Servicios,Alta,
400906,2025-08,Proceso,Línea 1,EQ-0310,Reactor P1,A,Predictivo,PM06,Abierta,12.7,5.7,778.4,191.1,,11,0,Servicios,Media,
400907,2025-08,Envasado,Línea 3,EQ-0471,Transportador L3,C,Preventivo,PM03,Cerrada,22.3,21.8,720.6,657.1,5,0,3,Mecánico,Baja,
400908,2025-08,Envasado,Línea 1,EQ-0461,Etiquetadora L1,A,Correctivo,PM01,Cerrada,6.1,8.2,322.3,286.9,10,0,0,Mecánico,Baja,
400909,2025-08,Proceso,Línea 2,EQ-0330,Bomba CIP,B,Correctivo,PM01,Cerrada,16.9,27.9,613.2,674.3,9,0,0,Mecánico,Baja,
400910,2025-08,Proceso,Línea 2,EQ-0330,Bomba CIP,B,Preventivo,PM02,Cerrada,13.6,13.5,473.8,510.0,13,0,2,Servicios,Alta,
400911,2025-08,Servicios,N/A,EQ-0210,Compresor 3,B,Preventivo,PM03,Cerrada,7.5,7.8,262.8,254.1,9,0,2,Eléctrico,Baja,
400912,2025-08,Proceso,Línea 1,EQ-0331,Bomba de proceso,C,Preventivo,PM02,Cerrada,14.4,13.5,518.2,466.4,4,0,2,Eléctrico,Baja,
400913,2025-08,Proceso,Línea 1,EQ-0331,Bomba de proceso,C,Mejora,PM04,Cerrada,5.6,5.4,98.2,100.9,4,9,4,Instrumentación,Media,
400914,2025-08,Envasado,Línea 3,EQ-0471,Transportador L3,C,Correctivo,PM01,Cerrada,5.9,8.0,181.7,156.3,13,0,0,Eléctrico,Baja,
400915,2025-08,Envasado,Línea 1,EQ-0461,Etiquetadora L1,A,Correctivo,PM01,Cerrada,22.9,28.8,1025.5,899.0,1,11,0,Servicios,Baja,
400916,2025-08,Proceso,Línea 1,EQ-0310,Reactor P1,A,Preventivo,PM02,Cerrada,20.8,20.0,1310.9,1243.7,10,0,0,Eléctrico,Media,
400917,2025-08,Envasado,Línea 1,EQ-0461,Etiquetadora L1,A,Preventivo,PM02,Cerrada,9.3,10.0,487.1,516.8,3,0,0,Eléctrico,Media,
400918,2025-08,Proceso,Línea 1,EQ-0331,Bomba de proceso,C,Preventivo,PM03,Cerrada,16.9,18.9,621.4,734.6,2,0,0,Mecánico,Media,
400919,2025-08,Servicios,N/A,EQ-0201,Caldera 1,A,Preventivo,PM02,Abierta,19.7,2.2,850.3,197.1,,12,0,Mecánico,Alta,
400920,2025-08,Proceso,Línea 2,EQ-0320,Mezclador P2,B,Preventivo,PM02,Cerrada,4.1,3.8,172.6,156.7,6,0,0,Instrumentación,Media,
400921,2025-08,Envasado,Línea 1,EQ-0461,Etiquetadora L1,A,Preventivo,PM02,Cerrada,13.6,13.8,636.9,612.3,13,0,0,Eléctrico,Alta,
400922,2025-08,Proceso,Línea 2,EQ-0330,Bomba CIP,B,Correctivo,PM01,Cerrada,10.1,15.6,723.8,779.8,12,0,0,Eléctrico,Media,
400923,2025-08,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Correctivo,PM01,Cerrada,29.6,54.3,2772.6,3129.6,7,0,1,Eléctrico,Media,
400924,2025-08,Envasado,Línea 1,EQ-0455,Envasadora L1,A,Correctivo,PM01,Cerrada,32.4,46.6,1648.2,1615.7,1,0,1,Servicios,Alta,
400925,2025-08,Proceso,Línea 2,EQ-0330,Bomba CIP,B,Preventivo,PM02,Cerrada,15.9,14.7,383.3,348.5,1,0,0,Mecánico,Alta,
400926,2025-08,Envasado,Línea 3,EQ-0471,Transportador L3,C,Preventivo,PM02,Abierta,4.8,0.9,134.2,67.5,,0,2,Eléctrico,Alta,
400927,2025-08,Proceso,Línea 2,EQ-0320,Mezclador P2,B,Preventivo,PM02,Cerrada,18.8,20.2,714.1,729.1,9,9,0,Instrumentación,Baja,
400928,2025-08,Envasado,Línea 3,EQ-0470,Paletizador,B,Preventivo,PM03,Cerrada,18.9,18.4,892.5,914.5,7,8,2,Instrumentación,Baja,
400929,2025-08,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Predictivo,PM06,Cerrada,13.9,13.6,747.6,694.2,13,0,6,Eléctrico,Media,
400930,2025-08,Bodega,N/A,EQ-0601,Grúa horquilla 4,C,Preventivo,PM02,Cerrada,7.4,6.9,252.6,238.5,14,0,0,Eléctrico,Alta,
400931,2025-08,Envasado,Línea 3,EQ-0470,Paletizador,B,Preventivo,PM02,Cerrada,9.9,9.5,336.7,301.8,11,0,0,Instrumentación,Media,
400932,2025-08,Envasado,Línea 1,EQ-0461,Etiquetadora L1,A,Correctivo,PM01,Abierta,15.6,4.3,729.4,3.8,,0,0,Eléctrico,Alta,
400933,2025-08,Envasado,Línea 3,EQ-0470,Paletizador,B,Emergencia,PM05,Abierta,23.6,3.7,1093.6,178.9,,16,0,Eléctrico,Media,
400934,2025-08,Servicios,N/A,EQ-0201,Caldera 1,A,Emergencia,PM05,Abierta,12.6,4.2,1019.4,471.3,,26,0,Mecánico,Alta,Requiere parada de planta
400935,2025-08,Servicios,N/A,EQ-0202,Caldera 2,B,Preventivo,PM02,Cerrada,6.8,7.2,203.3,205.1,13,0,0,Mecánico,Alta,
400936,2025-08,Envasado,Línea 3,EQ-0471,Transportador L3,C,Preventivo,PM02,Cerrada,15.4,15.6,453.5,464.6,10,0,0,Mecánico,Baja,
400937,2025-08,Envasado,Línea 3,EQ-0471,Transportador L3,C,Preventivo,PM03,Cerrada,11.0,11.4,336.5,340.7,7,0,4,Mecánico,Alta,
400938,2025-08,Proceso,Línea 1,EQ-0311,Intercambiador P1,B,Correctivo,PM01,Cerrada,14.8,19.7,545.8,465.4,8,0,4,Eléctrico,Baja,
400939,2025-08,Servicios,N/A,EQ-0202,Caldera 2,B,Preventivo,PM03,Cerrada,2.9,2.8,80.6,80.7,1,0,0,Mecánico,Baja,
400940,2025-08,Servicios,N/A,EQ-0210,Compresor 3,B,Preventivo,PM02,Cerrada,9.0,8.4,262.0,228.2,6,0,0,Eléctrico,Media,
400941,2025-08,Envasado,Línea 3,EQ-0471,Transportador L3,C,Preventivo,PM02,Cerrada,25.0,23.7,691.7,608.5,3,0,0,Instrumentación,Alta,
400942,2025-08,Envasado,Línea 3,EQ-0471,Transportador L3,C,Correctivo,PM01,Cerrada,23.0,47.1,810.1,1107.1,3,0,0,Eléctrico,Alta,
400943,2025-08,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Predictivo,PM06,Cerrada,12.0,12.4,426.7,464.4,4,0,4,Instrumentación,Media,
400944,2025-08,Servicios,N/A,EQ-0202,Caldera 2,B,Correctivo,PM01,Cerrada,30.4,40.9,1496.2,1274.4,7,7,2,Eléctrico,Media,
400945,2025-08,Proceso,Línea 2,EQ-0320,Mezclador P2,B,Correctivo,PM01,Cerrada,3.6,5.4,162.3,151.5,1,0,4,Mecánico,Baja,
400946,2025-08,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Correctivo,PM01,Cerrada,7.6,12.5,406.1,472.6,5,0,0,Mecánico,Media,
400947,2025-08,Proceso,Línea 1,EQ-0331,Bomba de proceso,C,Preventivo,PM03,Cerrada,24.0,26.7,431.2,457.6,6,0,0,Instrumentación,Media,
400948,2025-08,Proceso,Línea 1,EQ-0331,Bomba de proceso,C,Emergencia,PM05,Cerrada,18.7,23.2,762.0,581.9,2,0,2,Eléctrico,Baja,
400949,2025-08,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Emergencia,PM05,Abierta,19.4,6.5,1159.3,295.3,,9,0,Mecánico,Baja,
400950,2025-08,Proceso,Línea 1,EQ-0311,Intercambiador P1,B,Preventivo,PM02,Cerrada,18.2,19.0,856.7,945.2,11,0,0,Mecánico,Baja,
400951,2025-08,Bodega,N/A,EQ-0601,Grúa horquilla 4,C,Preventivo,PM02,Cerrada,3.2,3.1,85.4,86.4,3,0,0,Servicios,Media,
400952,2025-08,Proceso,Línea 1,EQ-0311,Intercambiador P1,B,Preventivo,PM03,Cerrada,25.1,24.3,629.7,606.2,9,0,2,Servicios,Media,
400953,2025-08,Bodega,N/A,EQ-0601,Grúa horquilla 4,C,Preventivo,PM02,Abierta,13.7,3.0,438.5,130.1,,21,16,Eléctrico,Media,
400954,2025-08,Envasado,Línea 1,EQ-0455,Envasadora L1,A,Preventivo,PM02,Cerrada,2.9,2.8,174.1,178.2,11,0,0,Mecánico,Media,
400955,2025-08,Envasado,Línea 1,EQ-0461,Etiquetadora L1,A,Preventivo,PM02,Cerrada,14.5,14.5,810.4,804.4,13,0,0,Mecánico,Baja,
400956,2025-08,Servicios,N/A,EQ-0211,Chiller 1,A,Preventivo,PM03,Cerrada,14.8,14.5,527.4,527.7,8,0,2,Mecánico,Alta,
400957,2025-08,Envasado,Línea 1,EQ-0461,Etiquetadora L1,A,Preventivo,PM02,Cerrada,9.6,9.3,373.1,346.7,3,0,4,Mecánico,Media,
400958,2025-08,Servicios,N/A,EQ-0211,Chiller 1,A,Preventivo,PM02,Cerrada,14.5,14.2,701.0,681.5,6,0,2,Mecánico,Baja,
400959,2025-08,Servicios,N/A,EQ-0201,Caldera 1,A,Correctivo,PM01,Cerrada,10.3,12.4,553.4,458.9,5,0,0,Eléctrico,Media,
400960,2025-08,Proceso,Línea 1,EQ-0310,Reactor P1,A,Emergencia,PM05,Cerrada,4.1,8.3,206.9,292.6,7,0,1,Mecánico,Baja,
400961,2025-08,Proceso,Línea 2,EQ-0330,Bomba CIP,B,Correctivo,PM01,Cerrada,22.8,43.6,970.2,1193.1,2,0,0,Servicios,Media,
400962,2025-08,Proceso,Línea 2,EQ-0320,Mezclador P2,B,Predictivo,PM06,Cerrada,22.7,25.4,1059.9,1131.3,14,0,0,Mecánico,Baja,
400963,2025-08,Servicios,N/A,EQ-0201,Caldera 1,A,Preventivo,PM02,Cerrada,5.6,5.3,284.6,268.8,1,0,0,Eléctrico,Alta,
400964,2025-08,Servicios,N/A,EQ-0210,Compresor 3,B,Preventivo,PM02,Cerrada,14.3,14.7,603.2,668.0,6,9,0,Servicios,Alta,
400965,2025-08,Servicios,N/A,EQ-0201,Caldera 1,A,Preventivo,PM03,Cerrada,19.1,20.8,608.6,701.2,3,0,0,Instrumentación,Media,
400966,2025-08,Proceso,Línea 1,EQ-0310,Reactor P1,A,Preventivo,PM02,Cerrada,24.3,25.8,1541.5,1654.4,10,0,0,Instrumentación,Media,
400967,2025-08,Envasado,Línea 3,EQ-0470,Paletizador,B,Preventivo,PM02,Cerrada,6.0,6.3,139.3,138.1,6,0,0,Mecánico,Media,
400968,2025-08,Servicios,N/A,EQ-0202,Caldera 2,B,Preventivo,PM03,Cerrada,26.0,28.5,636.3,707.0,9,0,1,Mecánico,Media,
400969,2025-08,Proceso,Línea 1,EQ-0331,Bomba de proceso,C,Correctivo,PM01,Cerrada,10.5,14.6,541.1,489.1,14,0,0,Servicios,Media,
400970,2025-08,Envasado,Línea 3,EQ-0470,Paletizador,B,Preventivo,PM02,Cerrada,5.3,5.2,238.3,247.7,8,0,0,Eléctrico,Alta,
400971,2025-08,Envasado,Línea 1,EQ-0455,Envasadora L1,A,Emergencia,PM05,Cerrada,24.5,45.5,2316.4,2995.3,12,0,2,Eléctrico,Media,
400972,2025-08,Proceso,Línea 2,EQ-0330,Bomba CIP,B,Preventivo,PM02,Cerrada,23.5,21.9,689.6,673.4,2,0,0,Eléctrico,Media,
400973,2025-08,Servicios,N/A,EQ-0211,Chiller 1,A,Correctivo,PM01,Cerrada,3.3,5.6,244.4,296.3,12,0,0,Mecánico,Baja,
400974,2025-08,Bodega,N/A,EQ-0601,Grúa horquilla 4,C,Correctivo,PM01,Cerrada,15.0,31.8,738.5,1122.0,5,0,0,Eléctrico,Media,
400975,2025-08,Proceso,Línea 1,EQ-0331,Bomba de proceso,C,Preventivo,PM03,Cerrada,14.0,15.5,516.9,530.0,9,0,0,Servicios,Baja,
400976,2025-08,Bodega,N/A,EQ-0601,Grúa horquilla 4,C,Preventivo,PM02,Abierta,19.7,2.2,522.8,303.7,,0,0,Mecánico,Alta,
400977,2025-08,Servicios,N/A,EQ-0210,Compresor 3,B,Correctivo,PM01,Cerrada,16.2,31.9,933.6,1169.2,13,0,0,Servicios,Baja,
400978,2025-08,Servicios,N/A,EQ-0211,Chiller 1,A,Preventivo,PM03,Cerrada,16.7,18.2,955.5,987.7,7,0,0,Servicios,Media,
400979,2025-08,Bodega,N/A,EQ-0601,Grúa horquilla 4,C,Preventivo,PM02,Cerrada,19.4,18.5,612.3,627.6,2,0,2,Mecánico,Media,
400980,2025-08,Proceso,Línea 2,EQ-0320,Mezclador P2,B,Preventivo,PM02,Abierta,11.4,0.7,549.0,51.3,,0,0,Eléctrico,Baja,
400981,2025-08,Envasado,Línea 3,EQ-0471,Transportador L3,C,Preventivo,PM02,Cerrada,4.3,4.4,114.0,125.0,12,0,0,Instrumentación,Media,
400982,2025-08,Bodega,N/A,EQ-0601,Grúa horquilla 4,C,Preventivo,PM02,Cerrada,7.0,7.0,164.1,172.2,11,0,0,Eléctrico,Media,
400983,2025-08,Envasado,Línea 3,EQ-0470,Paletizador,B,Preventivo,PM02,Abierta,3.1,0.8,96.5,36.6,,23,16,Mecánico,Media,
400984,2025-08,Servicios,N/A,EQ-0210,Compresor 3,B,Correctivo,PM01,Cerrada,32.3,47.6,1250.7,1151.1,4,7,0,Eléctrico,Alta,
